Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Month,Day of Week,Closure Time (Days)
23517,2022-09-09 02:00:00,2022-06-09 20:00:00,12:52:00,Mumbai,456,SHOPLIFTING,30,X,Firearm,Other Crime,13,Yes,2022-10-03 02:00:00,2022,6,Thursday,115
23518,2022-09-08 20:00:00,2022-06-09 21:00:00,22:25:00,Delhi,541,ROBBERY,23,X,Other,Violent Crime,11,Yes,2023-02-05 20:00:00,2022,6,Thursday,240
23519,2022-09-08 16:00:00,2022-06-09 22:00:00,06:26:00,Mumbai,245,COUNTERFEITING,20,M,Poison,Other Crime,3,Yes,2022-09-30 16:00:00,2022,6,Thursday,112
23520,2022-09-07 21:00:00,2022-06-09 23:00:00,13:45:00,Surat,553,DOMESTIC VIOLENCE,45,F,Knife,Violent Crime,1,Yes,2022-10-03 21:00:00,2022,6,Thursday,115
23521,2022-09-09 20:00:00,2022-07-09 00:00:00,20:50:00,Meerut,510,VEHICLE - STOLEN,27,X,Poison,Violent Crime,2,No,,2022,7,Saturday,0
23522,2022-09-07 11:00:00,2022-07-09 01:00:00,16:07:00,Srinagar,261,KIDNAPPING,39,M,Firearm,Other Crime,9,No,,2022,7,Saturday,0
23523,2022-09-07 19:00:00,2022-07-09 02:00:00,07:18:00,Meerut,205,CYBERCRIME,59,M,Firearm,Other Crime,8,Yes,2022-12-03 19:00:00,2022,7,Saturday,147
23524,2022-09-08 23:00:00,2022-07-09 03:00:00,11:16:00,Visakhapatnam,227,ARSON,18,F,Poison,Fire Accident,16,No,,2022,7,Saturday,0
23525,2022-09-09 15:00:00,2022-07-09 04:00:00,19:16:00,Mumbai,345,PUBLIC INTOXICATION,23,X,Poison,Other Crime,2,No,,2022,7,Saturday,0
23526,2022-09-07 15:00:00,2022-07-09 05:00:00,06:21:00,Ahmedabad,354,ARSON,18,X,Explosives,Fire Accident,1,Yes,2022-11-04 15:00:00,2022,7,Saturday,118
23527,2022-09-09 08:00:00,2022-07-09 06:00:00,17:06:00,Mumbai,338,PUBLIC INTOXICATION,53,F,Other,Other Crime,12,Yes,2022-09-26 08:00:00,2022,7,Saturday,79
23528,2022-09-08 13:00:00,2022-07-09 07:00:00,22:35:00,Thane,148,PUBLIC INTOXICATION,39,F,Firearm,Other Crime,19,Yes,2022-10-01 13:00:00,2022,7,Saturday,84
23529,2022-09-09 23:00:00,2022-07-09 08:00:00,07:18:00,Hyderabad,286,DOMESTIC VIOLENCE,31,M,Blunt Object,Violent Crime,4,Yes,2022-12-07 23:00:00,2022,7,Saturday,151
23530,2022-09-07 21:00:00,2022-07-09 09:00:00,22:29:00,Lucknow,339,HOMICIDE,78,X,Knife,Other Crime,12,Yes,2023-07-16 21:00:00,2022,7,Saturday,372
23531,2022-09-08 13:00:00,2022-07-09 10:00:00,13:29:00,Faridabad,180,ILLEGAL POSSESSION,71,X,Poison,Other Crime,8,Yes,2022-10-09 13:00:00,2022,7,Saturday,92
23532,2022-09-10 07:00:00,2022-07-09 11:00:00,09:58:00,Hyderabad,356,FRAUD,51,F,Poison,Other Crime,3,No,,2022,7,Saturday,0
23533,2022-09-08 04:00:00,2022-07-09 12:00:00,12:53:00,Delhi,352,FIREARM OFFENSE,48,X,Knife,Fire Accident,14,Yes,2022-10-19 04:00:00,2022,7,Saturday,101
23534,2022-09-10 09:00:00,2022-07-09 13:00:00,22:06:00,Thane,394,BURGLARY,23,M,Explosives,Other Crime,19,Yes,2023-02-14 09:00:00,2022,7,Saturday,219
23535,2022-09-09 08:00:00,2022-07-09 14:00:00,09:59:00,Kolkata,165,ASSAULT,72,F,Unknown,Violent Crime,18,Yes,2022-12-06 08:00:00,2022,7,Saturday,149
23536,2022-09-09 08:00:00,2022-07-09 15:00:00,01:58:00,Ludhiana,153,FRAUD,63,F,Explosives,Other Crime,12,Yes,2022-11-03 08:00:00,2022,7,Saturday,116
23537,2022-09-08 21:00:00,2022-07-09 16:00:00,02:21:00,Pune,404,VANDALISM,22,M,Unknown,Other Crime,8,No,,2022,7,Saturday,0
23538,2022-09-10 14:00:00,2022-07-09 17:00:00,21:26:00,Ahmedabad,271,PUBLIC INTOXICATION,69,X,Blunt Object,Other Crime,15,Yes,2022-09-11 14:00:00,2022,7,Saturday,63
23539,2022-09-08 22:00:00,2022-07-09 18:00:00,08:44:00,Hyderabad,187,IDENTITY THEFT,53,M,Firearm,Violent Crime,16,Yes,2022-10-29 22:00:00,2022,7,Saturday,112
23540,2022-09-08 20:00:00,2022-07-09 19:00:00,07:42:00,Lucknow,567,SHOPLIFTING,21,M,Knife,Other Crime,10,Yes,2022-09-16 20:00:00,2022,7,Saturday,69
23541,2022-09-08 22:00:00,2022-07-09 20:00:00,18:11:00,Ahmedabad,441,FRAUD,56,M,Explosives,Other Crime,17,Yes,2022-10-05 22:00:00,2022,7,Saturday,88
23542,2022-09-08 06:00:00,2022-07-09 21:00:00,10:32:00,Pune,271,ARSON,24,M,Other,Fire Accident,9,Yes,2022-09-20 06:00:00,2022,7,Saturday,72
23543,2022-09-10 00:00:00,2022-07-09 22:00:00,23:32:00,Delhi,245,HOMICIDE,50,F,Blunt Object,Other Crime,17,Yes,2023-10-13 00:00:00,2022,7,Saturday,460
23544,2022-09-10 02:00:00,2022-07-09 23:00:00,02:52:00,Srinagar,256,COUNTERFEITING,16,M,Explosives,Other Crime,5,No,,2022,7,Saturday,0
23545,2022-09-08 21:00:00,2022-08-09 00:00:00,04:58:00,Kolkata,593,SEXUAL ASSAULT,67,M,Unknown,Violent Crime,11,Yes,2023-04-15 21:00:00,2022,8,Tuesday,249
23546,2022-09-10 19:00:00,2022-08-09 01:00:00,22:07:00,Bangalore,350,TRAFFIC VIOLATION,64,F,Blunt Object,Traffic Fatality,9,No,,2022,8,Tuesday,0
23547,2022-09-09 22:00:00,2022-08-09 02:00:00,05:16:00,Indore,247,IDENTITY THEFT,64,X,Explosives,Violent Crime,11,No,,2022,8,Tuesday,0
23548,2022-09-09 23:00:00,2022-08-09 03:00:00,12:09:00,Mumbai,339,PUBLIC INTOXICATION,75,M,Unknown,Other Crime,3,No,,2022,8,Tuesday,0
23549,2022-09-09 03:00:00,2022-08-09 04:00:00,19:20:00,Kalyan,259,FRAUD,16,M,Unknown,Other Crime,11,Yes,2022-10-01 03:00:00,2022,8,Tuesday,52
23550,2022-09-10 04:00:00,2022-08-09 05:00:00,01:25:00,Hyderabad,137,HOMICIDE,24,F,Blunt Object,Other Crime,6,No,,2022,8,Tuesday,0
23551,2022-09-09 11:00:00,2022-08-09 06:00:00,11:55:00,Ghaziabad,351,VANDALISM,58,X,Explosives,Other Crime,8,Yes,2022-09-25 11:00:00,2022,8,Tuesday,47
23552,2022-09-10 02:00:00,2022-08-09 07:00:00,16:35:00,Hyderabad,301,DOMESTIC VIOLENCE,59,X,Other,Violent Crime,16,Yes,2022-11-26 02:00:00,2022,8,Tuesday,108
23553,2022-09-08 13:00:00,2022-08-09 08:00:00,20:51:00,Mumbai,517,ARSON,25,F,Firearm,Fire Accident,8,Yes,2022-11-01 13:00:00,2022,8,Tuesday,84
23554,2022-09-09 12:00:00,2022-08-09 09:00:00,20:14:00,Meerut,475,ASSAULT,54,X,Explosives,Violent Crime,4,No,,2022,8,Tuesday,0
23555,2022-09-11 08:00:00,2022-08-09 10:00:00,16:54:00,Agra,513,HOMICIDE,77,M,Poison,Other Crime,15,No,,2022,8,Tuesday,0
23556,2022-09-10 16:00:00,2022-08-09 11:00:00,07:28:00,Bhopal,321,CYBERCRIME,66,M,Blunt Object,Other Crime,18,Yes,2022-10-03 16:00:00,2022,8,Tuesday,55
23557,2022-09-08 13:00:00,2022-08-09 12:00:00,02:55:00,Delhi,358,KIDNAPPING,38,X,Poison,Other Crime,12,Yes,2022-10-13 13:00:00,2022,8,Tuesday,65
23558,2022-09-11 11:00:00,2022-08-09 13:00:00,17:03:00,Bangalore,468,IDENTITY THEFT,62,F,Explosives,Violent Crime,9,Yes,2022-10-06 11:00:00,2022,8,Tuesday,57
23559,2022-09-09 04:00:00,2022-08-09 14:00:00,13:42:00,Bangalore,434,VEHICLE - STOLEN,30,F,Poison,Violent Crime,1,No,,2022,8,Tuesday,0
23560,2022-09-09 10:00:00,2022-08-09 15:00:00,02:45:00,Lucknow,445,IDENTITY THEFT,58,F,Poison,Violent Crime,2,Yes,2022-10-02 10:00:00,2022,8,Tuesday,53
23561,2022-09-10 07:00:00,2022-08-09 16:00:00,04:19:00,Bhopal,281,COUNTERFEITING,61,F,Unknown,Other Crime,17,Yes,2022-11-18 07:00:00,2022,8,Tuesday,100
23562,2022-09-11 12:00:00,2022-08-09 17:00:00,20:26:00,Bangalore,277,SEXUAL ASSAULT,33,X,Knife,Violent Crime,10,Yes,2024-07-25 12:00:00,2022,8,Tuesday,715
23563,2022-09-10 06:00:00,2022-08-09 18:00:00,20:52:00,Rajkot,290,SHOPLIFTING,75,X,Explosives,Other Crime,8,No,,2022,8,Tuesday,0
23564,2022-09-09 17:00:00,2022-08-09 19:00:00,16:51:00,Agra,430,DRUG OFFENSE,34,F,Poison,Other Crime,10,Yes,2022-11-25 17:00:00,2022,8,Tuesday,107
23565,2022-09-11 10:00:00,2022-08-09 20:00:00,15:23:00,Ahmedabad,227,VEHICLE - STOLEN,65,X,Poison,Violent Crime,9,Yes,2022-09-24 10:00:00,2022,8,Tuesday,45
23566,2022-09-10 13:00:00,2022-08-09 21:00:00,07:42:00,Jaipur,468,FRAUD,54,X,Poison,Other Crime,13,Yes,2022-10-13 13:00:00,2022,8,Tuesday,64
23567,2022-09-11 00:00:00,2022-08-09 22:00:00,06:07:00,Chennai,121,TRAFFIC VIOLATION,31,M,Knife,Traffic Fatality,4,No,,2022,8,Tuesday,0
23568,2022-09-11 18:00:00,2022-08-09 23:00:00,21:59:00,Kolkata,561,FIREARM OFFENSE,33,X,Firearm,Fire Accident,13,Yes,2022-11-11 18:00:00,2022,8,Tuesday,93
23569,2022-09-10 18:00:00,2022-09-09 00:00:00,18:55:00,Pune,134,EXTORTION,27,M,Knife,Other Crime,6,No,,2022,9,Friday,0
23570,2022-09-11 05:00:00,2022-09-09 01:00:00,09:06:00,Delhi,495,PUBLIC INTOXICATION,15,F,Knife,Other Crime,10,Yes,2022-09-14 05:00:00,2022,9,Friday,5
23571,2022-09-09 20:00:00,2022-09-09 02:00:00,03:22:00,Thane,441,FRAUD,11,X,Blunt Object,Other Crime,17,Yes,2022-10-13 20:00:00,2022,9,Friday,34
23572,2022-09-10 22:00:00,2022-09-09 03:00:00,19:41:00,Patna,142,VANDALISM,67,M,Poison,Other Crime,9,Yes,2022-10-10 22:00:00,2022,9,Friday,31
23573,2022-09-10 07:00:00,2022-09-09 04:00:00,02:45:00,Bangalore,314,ARSON,27,F,Firearm,Fire Accident,5,No,,2022,9,Friday,0
23574,2022-09-10 20:00:00,2022-09-09 05:00:00,07:32:00,Hyderabad,511,BURGLARY,15,X,Other,Other Crime,3,Yes,2023-02-06 20:00:00,2022,9,Friday,150
23575,2022-09-10 21:00:00,2022-09-09 06:00:00,02:57:00,Kolkata,548,FIREARM OFFENSE,55,F,Explosives,Fire Accident,10,Yes,2022-11-01 21:00:00,2022,9,Friday,53
23576,2022-09-10 10:00:00,2022-09-09 07:00:00,12:16:00,Nashik,592,ASSAULT,33,F,Explosives,Violent Crime,3,Yes,2022-10-27 10:00:00,2022,9,Friday,48
23577,2022-09-10 02:00:00,2022-09-09 08:00:00,21:12:00,Chennai,182,COUNTERFEITING,39,X,Unknown,Other Crime,12,Yes,2022-10-24 02:00:00,2022,9,Friday,44
23578,2022-09-10 21:00:00,2022-09-09 09:00:00,22:47:00,Meerut,172,ROBBERY,39,X,Unknown,Violent Crime,18,Yes,2022-11-21 21:00:00,2022,9,Friday,73
23579,2022-09-10 18:00:00,2022-09-09 10:00:00,07:58:00,Lucknow,237,SEXUAL ASSAULT,47,F,Other,Violent Crime,12,Yes,2023-10-10 18:00:00,2022,9,Friday,396
23580,2022-09-11 19:00:00,2022-09-09 11:00:00,04:58:00,Patna,174,ARSON,27,F,Other,Fire Accident,3,No,,2022,9,Friday,0
23581,2022-09-10 21:00:00,2022-09-09 12:00:00,00:36:00,Varanasi,182,PUBLIC INTOXICATION,22,F,Unknown,Other Crime,5,Yes,2022-10-01 21:00:00,2022,9,Friday,22
23582,2022-09-12 02:00:00,2022-09-09 13:00:00,05:09:00,Mumbai,150,DRUG OFFENSE,32,X,Unknown,Other Crime,4,Yes,2022-12-09 02:00:00,2022,9,Friday,90
23583,2022-09-10 13:00:00,2022-09-09 14:00:00,10:04:00,Delhi,343,DRUG OFFENSE,14,M,Knife,Other Crime,14,No,,2022,9,Friday,0
23584,2022-09-11 01:00:00,2022-09-09 15:00:00,19:16:00,Surat,469,TRAFFIC VIOLATION,34,M,Blunt Object,Traffic Fatality,7,Yes,2022-10-10 01:00:00,2022,9,Friday,30
23585,2022-09-12 01:00:00,2022-09-09 16:00:00,01:59:00,Mumbai,173,SEXUAL ASSAULT,75,X,Poison,Violent Crime,11,No,,2022,9,Friday,0
23586,2022-09-11 05:00:00,2022-09-09 17:00:00,21:14:00,Kolkata,477,TRAFFIC VIOLATION,21,F,Other,Traffic Fatality,9,Yes,2022-09-29 05:00:00,2022,9,Friday,19
23587,2022-09-12 17:00:00,2022-09-09 18:00:00,19:48:00,Indore,376,ARSON,36,X,Explosives,Fire Accident,5,No,,2022,9,Friday,0
23588,2022-09-10 18:00:00,2022-09-09 19:00:00,18:38:00,Kolkata,170,IDENTITY THEFT,73,X,Blunt Object,Violent Crime,19,Yes,2022-10-28 18:00:00,2022,9,Friday,48
23589,2022-09-11 17:00:00,2022-09-09 20:00:00,03:51:00,Chennai,261,COUNTERFEITING,25,M,Poison,Other Crime,16,Yes,2022-09-21 17:00:00,2022,9,Friday,11
23590,2022-09-10 17:00:00,2022-09-09 21:00:00,01:54:00,Hyderabad,537,DRUG OFFENSE,26,M,Poison,Other Crime,4,No,,2022,9,Friday,0
23591,2022-09-10 08:00:00,2022-09-09 22:00:00,16:02:00,Meerut,424,EXTORTION,60,F,Knife,Other Crime,16,Yes,2022-11-20 08:00:00,2022,9,Friday,71
23592,2022-09-11 04:00:00,2022-09-09 23:00:00,12:02:00,Lucknow,117,ROBBERY,17,X,Knife,Violent Crime,12,Yes,2023-02-14 04:00:00,2022,9,Friday,157
23593,2022-09-10 03:00:00,2022-10-09 00:00:00,02:32:00,Hyderabad,138,ROBBERY,70,X,Explosives,Violent Crime,7,No,,2022,10,Sunday,0
23594,2022-09-10 04:00:00,2022-10-09 01:00:00,10:00:00,Agra,549,IDENTITY THEFT,73,F,Other,Violent Crime,1,No,,2022,10,Sunday,0
23595,2022-09-11 09:00:00,2022-10-09 02:00:00,21:53:00,Delhi,126,DOMESTIC VIOLENCE,61,X,Explosives,Violent Crime,17,No,,2022,10,Sunday,0
23596,2022-09-13 02:00:00,2022-10-09 03:00:00,21:40:00,Delhi,206,COUNTERFEITING,21,F,Poison,Other Crime,3,Yes,2022-10-20 02:00:00,2022,10,Sunday,10
23597,2022-09-12 06:00:00,2022-10-09 04:00:00,00:34:00,Varanasi,120,VEHICLE - STOLEN,30,F,Unknown,Violent Crime,11,Yes,2022-11-22 06:00:00,2022,10,Sunday,44
23598,2022-09-11 03:00:00,2022-10-09 05:00:00,00:46:00,Pune,389,COUNTERFEITING,34,M,Knife,Other Crime,12,No,,2022,10,Sunday,0
23599,2022-09-12 13:00:00,2022-10-09 06:00:00,06:31:00,Indore,125,FRAUD,29,F,Explosives,Other Crime,14,No,,2022,10,Sunday,0
23600,2022-09-11 16:00:00,2022-10-09 07:00:00,05:20:00,Ahmedabad,466,DOMESTIC VIOLENCE,57,F,Blunt Object,Violent Crime,14,Yes,2022-09-29 16:00:00,2022,10,Sunday,-10
23601,2022-09-10 20:00:00,2022-10-09 08:00:00,12:16:00,Kolkata,131,FRAUD,77,F,Firearm,Other Crime,7,No,,2022,10,Sunday,0
23602,2022-09-11 15:00:00,2022-10-09 09:00:00,03:57:00,Pune,250,BURGLARY,68,X,Poison,Other Crime,18,Yes,2023-02-09 15:00:00,2022,10,Sunday,123
23603,2022-09-11 03:00:00,2022-10-09 10:00:00,05:47:00,Delhi,525,ROBBERY,16,X,Blunt Object,Violent Crime,16,Yes,2022-12-18 03:00:00,2022,10,Sunday,69
23604,2022-09-10 21:00:00,2022-10-09 11:00:00,00:46:00,Chennai,102,COUNTERFEITING,11,F,Firearm,Other Crime,7,No,,2022,10,Sunday,0
23605,2022-09-13 04:00:00,2022-10-09 12:00:00,17:44:00,Lucknow,250,EXTORTION,67,F,Explosives,Other Crime,6,No,,2022,10,Sunday,0
23606,2022-09-12 01:00:00,2022-10-09 13:00:00,15:21:00,Delhi,360,SHOPLIFTING,33,F,Explosives,Other Crime,16,No,,2022,10,Sunday,0
23607,2022-09-11 15:00:00,2022-10-09 14:00:00,17:00:00,Hyderabad,450,SEXUAL ASSAULT,46,F,Other,Violent Crime,4,Yes,2023-09-28 15:00:00,2022,10,Sunday,354
23608,2022-09-11 15:00:00,2022-10-09 15:00:00,15:06:00,Delhi,460,FRAUD,42,F,Firearm,Other Crime,15,No,,2022,10,Sunday,0
23609,2022-09-11 07:00:00,2022-10-09 16:00:00,04:46:00,Surat,550,VEHICLE - STOLEN,36,X,Firearm,Violent Crime,8,No,,2022,10,Sunday,0
23610,2022-09-10 22:00:00,2022-10-09 17:00:00,09:57:00,Bhopal,525,DRUG OFFENSE,56,X,Poison,Other Crime,5,No,,2022,10,Sunday,0
23611,2022-09-11 01:00:00,2022-10-09 18:00:00,01:56:00,Pune,257,ASSAULT,50,X,Blunt Object,Violent Crime,7,Yes,2022-12-09 01:00:00,2022,10,Sunday,60
23612,2022-09-13 12:00:00,2022-10-09 19:00:00,16:48:00,Nagpur,136,CYBERCRIME,77,X,Explosives,Other Crime,6,Yes,2022-10-27 12:00:00,2022,10,Sunday,17
23613,2022-09-12 14:00:00,2022-10-09 20:00:00,08:02:00,Varanasi,563,ILLEGAL POSSESSION,33,X,Poison,Other Crime,3,Yes,2022-09-19 14:00:00,2022,10,Sunday,-21
23614,2022-09-11 06:00:00,2022-10-09 21:00:00,11:29:00,Ahmedabad,229,BURGLARY,25,F,Unknown,Other Crime,11,Yes,2022-12-26 06:00:00,2022,10,Sunday,77
23615,2022-09-12 18:00:00,2022-10-09 22:00:00,02:49:00,Chennai,475,TRAFFIC VIOLATION,11,F,Unknown,Traffic Fatality,8,Yes,2022-10-04 18:00:00,2022,10,Sunday,-6
23616,2022-09-13 16:00:00,2022-10-09 23:00:00,10:57:00,Kanpur,148,TRAFFIC VIOLATION,63,M,Explosives,Traffic Fatality,16,Yes,2022-09-25 16:00:00,2022,10,Sunday,-15
23617,2022-09-12 07:00:00,2022-11-09 00:00:00,19:08:00,Hyderabad,541,ASSAULT,52,X,Poison,Violent Crime,10,Yes,2022-11-14 07:00:00,2022,11,Wednesday,5
23618,2022-09-11 03:00:00,2022-11-09 01:00:00,14:41:00,Agra,175,FRAUD,31,F,Unknown,Other Crime,19,Yes,2022-10-11 03:00:00,2022,11,Wednesday,-29
23619,2022-09-13 07:00:00,2022-11-09 02:00:00,12:21:00,Hyderabad,253,DRUG OFFENSE,21,M,Firearm,Other Crime,12,No,,2022,11,Wednesday,0
23620,2022-09-13 18:00:00,2022-11-09 03:00:00,16:37:00,Kolkata,213,CYBERCRIME,76,M,Blunt Object,Other Crime,12,No,,2022,11,Wednesday,0
23621,2022-09-11 21:00:00,2022-11-09 04:00:00,01:06:00,Pune,584,COUNTERFEITING,37,X,Explosives,Other Crime,3,Yes,2022-10-11 21:00:00,2022,11,Wednesday,-29
23622,2022-09-12 00:00:00,2022-11-09 05:00:00,15:56:00,Hyderabad,172,TRAFFIC VIOLATION,44,M,Explosives,Traffic Fatality,16,No,,2022,11,Wednesday,0
23623,2022-09-12 19:00:00,2022-11-09 06:00:00,15:01:00,Chennai,294,BURGLARY,42,M,Unknown,Other Crime,4,Yes,2023-03-01 19:00:00,2022,11,Wednesday,112
23624,2022-09-12 16:00:00,2022-11-09 07:00:00,09:51:00,Kolkata,525,KIDNAPPING,71,F,Other,Other Crime,19,Yes,2022-10-09 16:00:00,2022,11,Wednesday,-31
23625,2022-09-13 22:00:00,2022-11-09 08:00:00,18:39:00,Kalyan,316,DOMESTIC VIOLENCE,49,F,Explosives,Violent Crime,4,Yes,2022-09-23 22:00:00,2022,11,Wednesday,-47
23626,2022-09-12 20:00:00,2022-11-09 09:00:00,07:14:00,Hyderabad,223,SEXUAL ASSAULT,63,X,Blunt Object,Violent Crime,7,No,,2022,11,Wednesday,0
23627,2022-09-12 16:00:00,2022-11-09 10:00:00,22:52:00,Ghaziabad,558,VANDALISM,21,F,Blunt Object,Other Crime,14,Yes,2022-11-22 16:00:00,2022,11,Wednesday,13
23628,2022-09-12 23:00:00,2022-11-09 11:00:00,16:10:00,Ludhiana,501,ILLEGAL POSSESSION,29,X,Firearm,Other Crime,11,Yes,2022-11-20 23:00:00,2022,11,Wednesday,11
23629,2022-09-14 05:00:00,2022-11-09 12:00:00,03:16:00,Lucknow,118,TRAFFIC VIOLATION,50,M,Blunt Object,Traffic Fatality,16,Yes,2022-09-22 05:00:00,2022,11,Wednesday,-49
23630,2022-09-14 04:00:00,2022-11-09 13:00:00,05:13:00,Mumbai,518,DRUG OFFENSE,31,F,Blunt Object,Other Crime,6,No,,2022,11,Wednesday,0
23631,2022-09-12 07:00:00,2022-11-09 14:00:00,03:21:00,Mumbai,575,BURGLARY,12,F,Firearm,Other Crime,8,No,,2022,11,Wednesday,0
23632,2022-09-13 07:00:00,2022-11-09 15:00:00,16:07:00,Ludhiana,309,FRAUD,36,F,Unknown,Other Crime,11,No,,2022,11,Wednesday,0
23633,2022-09-12 03:00:00,2022-11-09 16:00:00,21:06:00,Mumbai,115,ARSON,72,F,Poison,Fire Accident,16,Yes,2022-11-09 03:00:00,2022,11,Wednesday,-1
23634,2022-09-12 15:00:00,2022-11-09 17:00:00,12:38:00,Mumbai,346,FIREARM OFFENSE,60,X,Other,Fire Accident,11,Yes,2022-09-25 15:00:00,2022,11,Wednesday,-46
23635,2022-09-14 06:00:00,2022-11-09 18:00:00,12:27:00,Ahmedabad,181,DRUG OFFENSE,68,F,Unknown,Other Crime,17,No,,2022,11,Wednesday,0
23636,2022-09-13 03:00:00,2022-11-09 19:00:00,01:13:00,Mumbai,584,SEXUAL ASSAULT,77,F,Explosives,Violent Crime,8,No,,2022,11,Wednesday,0
23637,2022-09-12 20:00:00,2022-11-09 20:00:00,00:38:00,Chennai,591,ARSON,30,M,Knife,Fire Accident,13,No,,2022,11,Wednesday,0
23638,2022-09-14 04:00:00,2022-11-09 21:00:00,17:12:00,Bangalore,164,DRUG OFFENSE,54,X,Firearm,Other Crime,5,No,,2022,11,Wednesday,0
23639,2022-09-13 21:00:00,2022-11-09 22:00:00,10:44:00,Delhi,294,EXTORTION,60,X,Firearm,Other Crime,17,No,,2022,11,Wednesday,0
23640,2022-09-14 09:00:00,2022-11-09 23:00:00,19:10:00,Mumbai,220,FIREARM OFFENSE,74,X,Poison,Fire Accident,17,Yes,2022-11-24 09:00:00,2022,11,Wednesday,14
23641,2022-09-13 06:00:00,2022-12-09 00:00:00,06:45:00,Bangalore,255,KIDNAPPING,22,X,Other,Other Crime,8,Yes,2022-10-26 06:00:00,2022,12,Friday,-44
23642,2022-09-15 00:00:00,2022-12-09 01:00:00,20:29:00,Vasai,493,VEHICLE - STOLEN,37,F,Explosives,Violent Crime,17,Yes,2022-11-09 00:00:00,2022,12,Friday,-31
23643,2022-09-14 06:00:00,2022-12-09 02:00:00,05:55:00,Patna,306,ARSON,54,M,Other,Fire Accident,14,No,,2022,12,Friday,0
23644,2022-09-14 18:00:00,2022-12-09 03:00:00,04:32:00,Jaipur,204,FRAUD,62,F,Knife,Other Crime,12,No,,2022,12,Friday,0
23645,2022-09-12 09:00:00,2022-12-09 04:00:00,22:28:00,Delhi,294,VANDALISM,56,F,Unknown,Other Crime,13,No,,2022,12,Friday,0
23646,2022-09-12 23:00:00,2022-12-09 05:00:00,12:57:00,Delhi,590,ILLEGAL POSSESSION,24,M,Poison,Other Crime,11,Yes,2022-11-11 23:00:00,2022,12,Friday,-28
23647,2022-09-12 10:00:00,2022-12-09 06:00:00,18:43:00,Lucknow,259,ROBBERY,19,X,Other,Violent Crime,5,No,,2022,12,Friday,0
23648,2022-09-14 02:00:00,2022-12-09 07:00:00,20:19:00,Mumbai,453,IDENTITY THEFT,29,F,Other,Violent Crime,1,No,,2022,12,Friday,0
23649,2022-09-12 17:00:00,2022-12-09 08:00:00,12:03:00,Chennai,280,ROBBERY,45,F,Other,Violent Crime,19,Yes,2022-11-27 17:00:00,2022,12,Friday,-12
23650,2022-09-15 05:00:00,2022-12-09 09:00:00,22:21:00,Kanpur,469,ASSAULT,75,F,Firearm,Violent Crime,2,Yes,2022-12-11 05:00:00,2022,12,Friday,1
23651,2022-09-15 07:00:00,2022-12-09 10:00:00,05:08:00,Rajkot,406,PUBLIC INTOXICATION,31,M,Knife,Other Crime,11,No,,2022,12,Friday,0
23652,2022-09-14 16:00:00,2022-12-09 11:00:00,20:24:00,Pune,358,CYBERCRIME,35,M,Poison,Other Crime,2,No,,2022,12,Friday,0
23653,2022-09-15 09:00:00,2022-12-09 12:00:00,22:56:00,Chennai,536,DRUG OFFENSE,14,M,Poison,Other Crime,9,No,,2022,12,Friday,0
23654,2022-09-14 14:00:00,2022-12-09 13:00:00,21:50:00,Bangalore,225,VANDALISM,69,F,Unknown,Other Crime,13,Yes,2022-11-03 14:00:00,2022,12,Friday,-36
23655,2022-09-14 08:00:00,2022-12-09 14:00:00,13:57:00,Indore,278,SHOPLIFTING,51,M,Explosives,Other Crime,10,Yes,2022-11-18 08:00:00,2022,12,Friday,-22
23656,2022-09-14 20:00:00,2022-12-09 15:00:00,19:15:00,Mumbai,157,HOMICIDE,60,X,Blunt Object,Other Crime,14,No,,2022,12,Friday,0
23657,2022-09-15 12:00:00,2022-12-09 16:00:00,07:02:00,Jaipur,449,ARSON,48,X,Knife,Fire Accident,2,No,,2022,12,Friday,0
23658,2022-09-14 07:00:00,2022-12-09 17:00:00,22:48:00,Jaipur,237,TRAFFIC VIOLATION,59,F,Blunt Object,Traffic Fatality,16,Yes,2022-09-29 07:00:00,2022,12,Friday,-72
23659,2022-09-14 05:00:00,2022-12-09 18:00:00,04:45:00,Mumbai,548,VANDALISM,13,X,Poison,Other Crime,4,No,,2022,12,Friday,0
23660,2022-09-13 22:00:00,2022-12-09 19:00:00,10:55:00,Kanpur,124,DRUG OFFENSE,59,X,Unknown,Other Crime,14,Yes,2022-10-31 22:00:00,2022,12,Friday,-39
23661,2022-09-15 05:00:00,2022-12-09 20:00:00,13:53:00,Ghaziabad,250,HOMICIDE,63,X,Unknown,Other Crime,1,Yes,2023-12-26 05:00:00,2022,12,Friday,381
23662,2022-09-15 09:00:00,2022-12-09 21:00:00,15:19:00,Pune,408,BURGLARY,49,F,Firearm,Other Crime,2,No,,2022,12,Friday,0
23663,2022-09-13 05:00:00,2022-12-09 22:00:00,02:38:00,Kolkata,476,COUNTERFEITING,14,X,Other,Other Crime,6,Yes,2022-09-25 05:00:00,2022,12,Friday,-76
23664,2022-09-14 07:00:00,2022-12-09 23:00:00,11:48:00,Mumbai,446,CYBERCRIME,56,M,Knife,Other Crime,4,Yes,2022-11-04 07:00:00,2022,12,Friday,-36
